"year","month","Nitrate_umolL","Silicate_umolL","Salinity","X","mean_temp","max_temp","min_temp","mean_temp_1yrlag","max_temp_1yrlag","min_temp_1yrlag","mean_temp_2yrlag","max_temp_2yrlag","min_temp_2yrlag","PC1","PC2","PC3","PC1_1yrlag","PC2_1yrlag","PC3_1yrlag","PC1_2yrlag","PC2_2yrlag","PC3_2yrlag"
1989,1,0.25153926046293,1.64856125106104,35.2700940018034,1,14.775023015873,17.9023666666667,12.3388333333333,NA,NA,NA,NA,NA,NA,-0.0574842998354438,0.126472309149653,0.946033653891476,NA,NA,NA,NA,NA,NA
1990,1,1.10451660032808,1.52051913055625,35.2661073173093,2,14.9492928571429,17.6686833333333,12.49645,14.775023015873,17.9023666666667,12.3388333333333,NA,NA,NA,-0.0388517318324863,-0.897084671583626,0.240531755625148,-0.0574842998354438,0.126472309149653,0.946033653891476,NA,NA,NA
1991,1,1.24190893031901,1.46268934144808,35.2595177599867,3,14.0447073412699,16.0728333333333,12.0189166666667,14.9492928571429,17.6686833333333,12.49645,14.775023015873,17.9023666666667,12.3388333333333,1.86561153889218,-0.492196253865327,-0.892103254035108,-0.0388517318324863,-0.897084671583626,0.240531755625148,-0.0574842998354438,0.126472309149653,0.946033653891476
1992,1,1.28282069752069,1.49751196871728,35.215793999207,4,14.2736301587302,17.24705,11.4694666666667,14.0447073412699,16.0728333333333,12.0189166666667,14.9492928571429,17.6686833333333,12.49645,1.65380449691842,-0.636157265424927,0.45263223326469,1.86561153889218,-0.492196253865327,-0.892103254035108,-0.0388517318324863,-0.897084671583626,0.240531755625148
1993,1,1.26846406665091,1.41292153787416,35.1908702947328,5,14.3754703138396,17.6922829563375,11.4341638943982,14.2736301587302,17.24705,11.4694666666667,14.0447073412699,16.0728333333333,12.0189166666667,1.44622886437462,-0.511200872210016,0.748424373724565,1.65380449691842,-0.636157265424927,0.45263223326469,1.86561153889218,-0.492196253865327,-0.892103254035108
1994,1,0.912969170667838,1.29711364740753,35.1662041722202,6,13.9075501082175,17.0920842881551,11.3052792929849,14.3754703138396,17.6922829563375,11.4341638943982,14.2736301587302,17.24705,11.4694666666667,2.22354028432219,0.413164007103599,0.2862272524142,1.44622886437462,-0.511200872210016,0.748424373724565,1.65380449691842,-0.636157265424927,0.45263223326469
1995,1,1.58131611349845,1.38044381038142,35.1034930728255,7,13.6166983179732,17.0661422863411,11.4573418138403,13.9075501082175,17.0920842881551,11.3052792929849,14.3754703138396,17.6922829563375,11.4341638943982,3.01178799721855,-0.527022227368083,-0.0663079523616145,2.22354028432219,0.413164007103599,0.2862272524142,1.44622886437462,-0.511200872210016,0.748424373724565
1996,1,1.75172499250609,1.39762417278429,35.0716353896059,8,13.3991444749467,15.7080693712483,12.022607719055,13.6166983179732,17.0661422863411,11.4573418138403,13.9075501082175,17.0920842881551,11.3052792929849,3.83127563036743,-0.698598314311695,-1.79853330737978,3.01178799721855,-0.527022227368083,-0.0663079523616145,2.22354028432219,0.413164007103599,0.2862272524142
1997,1,0.966295472631355,1.32659078377384,35.1093046331631,9,13.9492241136244,16.820239732054,11.7100390505924,13.3991444749467,15.7080693712483,12.022607719055,13.6166983179732,17.0661422863411,11.4573418138403,2.47898660753162,0.269037612896711,-0.380467797913098,3.83127563036743,-0.698598314311695,-1.79853330737978,3.01178799721855,-0.527022227368083,-0.0663079523616145
1998,1,1.17103030407868,1.27084118651818,35.1649474232502,10,14.2621339163152,17.7466231969514,11.8831123772832,13.9492241136244,16.820239732054,11.7100390505924,13.3991444749467,15.7080693712483,12.022607719055,1.323059744795,-0.156933872838136,0.356153922483167,2.47898660753162,0.269037612896711,-0.380467797913098,3.83127563036743,-0.698598314311695,-1.79853330737978
1999,1,1.0022768689042,0.996873725195165,35.2163262100437,11,14.7868172798351,18.1423655747325,12.635542035113,14.2621339163152,17.7466231969514,11.8831123772832,13.9492241136244,16.820239732054,11.7100390505924,-0.27645324608482,0.17201739923098,0.0800133387996527,1.323059744795,-0.156933872838136,0.356153922483167,2.47898660753162,0.269037612896711,-0.380467797913098
2000,1,0.397093615476316,0.672933806586567,35.3065165161969,12,14.8527511993328,17.6309222105542,12.2325086784902,14.7868172798351,18.1423655747325,12.635542035113,14.2621339163152,17.7466231969514,11.8831123772832,-0.768526532034262,1.56693106800703,-0.0165555459555494,-0.27645324608482,0.17201739923098,0.0800133387996527,1.323059744795,-0.156933872838136,0.356153922483167
2001,1,0.0940553901762193,0.647210146362064,35.3895503113493,13,15.047484617163,18.148871094996,12.940926984143,14.8527511993328,17.6309222105542,12.2325086784902,14.7868172798351,18.1423655747325,12.635542035113,-2.15970848887027,1.74443914660842,0.227212122696005,-0.768526532034262,1.56693106800703,-0.0165555459555494,-0.27645324608482,0.17201739923098,0.0800133387996527
2002,1,-0.363608250058736,0.818325190166739,35.3901553336833,14,14.6886055678153,17.3392622357266,12.3641294318045,15.047484617163,18.148871094996,12.940926984143,14.8527511993328,17.6309222105542,12.2325086784902,-1.12657307522953,2.35521400826221,0.187094462875447,-2.15970848887027,1.74443914660842,0.227212122696005,-0.768526532034262,1.56693106800703,-0.0165555459555494
2003,1,0.434587738448971,0.93407031883187,35.3526667366481,15,14.919765033357,18.5072163528324,11.8955056113634,14.6886055678153,17.3392622357266,12.3641294318045,15.047484617163,18.148871094996,12.940926984143,-1.18019813295235,1.01191004553699,1.34532156795063,-1.12657307522953,2.35521400826221,0.187094462875447,-2.15970848887027,1.74443914660842,0.227212122696005
2004,1,1.02075717823914,0.78914773670451,35.2723090385688,16,14.2845670550181,17.6797686159022,11.6827343816329,14.919765033357,18.5072163528324,11.8955056113634,14.6886055678153,17.3392622357266,12.3641294318045,0.445854848609135,0.817274823390916,0.330235662573705,-1.18019813295235,1.01191004553699,1.34532156795063,-1.12657307522953,2.35521400826221,0.187094462875447
2005,1,0.536564315166481,0.528561735070185,35.1723227868654,17,14.4838098959276,16.7717985470442,12.5522036357072,14.2845670550181,17.6797686159022,11.6827343816329,14.919765033357,18.5072163528324,11.8955056113634,0.563243173811712,1.85064168197385,-1.47359918706609,0.445854848609135,0.817274823390916,0.330235662573705,-1.18019813295235,1.01191004553699,1.34532156795063
2006,1,1.11592229641251,0.499876613291595,35.1900916584247,18,14.2218801730127,17.6424257315712,11.7417041036533,14.4838098959276,16.7717985470442,12.5522036357072,14.2845670550181,17.6797686159022,11.6827343816329,0.809861111594528,1.25496712591646,-0.208618450612782,0.563243173811712,1.85064168197385,-1.47359918706609,0.445854848609135,0.817274823390916,0.330235662573705
2007,1,1.2926682352714,0.591432620560493,35.2681907398593,19,15.1790816771945,18.7369822026429,12.6523823375776,14.2218801730127,17.6424257315712,11.7417041036533,14.4838098959276,16.7717985470442,12.5522036357072,-1.44748138047603,0.247468136204882,0.272863906059249,0.809861111594528,1.25496712591646,-0.208618450612782,0.563243173811712,1.85064168197385,-1.47359918706609
2008,1,1.05189737647663,0.66990776166842,35.281729177414,20,14.4451878258411,17.7269484464789,12.013315417867,15.1790816771945,18.7369822026429,12.6523823375776,14.2218801730127,17.6424257315712,11.7417041036533,-0.0256897221740185,0.856914188423854,0.0403375455481672,-1.44748138047603,0.247468136204882,0.272863906059249,0.809861111594528,1.25496712591646,-0.208618450612782
2009,1,1.52684083235491,0.778677302449584,35.2646812179928,21,14.5631511392423,16.8190145648281,12.4864877984896,14.4451878258411,17.7269484464789,12.013315417867,15.1790816771945,18.7369822026429,12.6523823375776,0.358215190558156,-0.0282558613220032,-1.23073508957916,-0.0256897221740185,0.856914188423854,0.0403375455481672,-1.44748138047603,0.247468136204882,0.272863906059249
2010,1,1.53702329599352,0.780409499241775,35.2552679399973,22,14.8211090773979,18.6694424151043,12.1961366518921,14.5631511392423,16.8190145648281,12.4864877984896,14.4451878258411,17.7269484464789,12.013315417867,-0.585889646791256,-0.198590496486781,0.633327655763676,0.358215190558156,-0.0282558613220032,-1.23073508957916,-0.0256897221740185,0.856914188423854,0.0403375455481672
2011,1,1.74436073640536,0.821164473240598,35.2729130029692,23,14.3656084274413,17.04752633214,12.3014267268088,14.8211090773979,18.6694424151043,12.1961366518921,14.5631511392423,16.8190145648281,12.4864877984896,0.553927289088713,-0.323973320308692,-0.864564474759711,-0.585889646791256,-0.198590496486781,0.633327655763676,0.358215190558156,-0.0282558613220032,-1.23073508957916
2012,1,1.35391453093262,0.919814851153607,35.2663064223809,24,14.7442177288196,18.1284875155978,12.19830232867,14.3656084274413,17.04752633214,12.3014267268088,14.8211090773979,18.6694424151043,12.1961366518921,-0.264703503935679,-0.130525719416637,0.332388237261889,0.553927289088713,-0.323973320308692,-0.864564474759711,-0.585889646791256,-0.198590496486781,0.633327655763676
2013,1,0.435566196041318,0.709671894717427,35.2295753999191,25,15.0053454690812,17.7794024231547,13.0915802406194,14.7442177288196,18.1284875155978,12.19830232867,14.3656084274413,17.04752633214,12.3014267268088,-0.941545879374992,1.30430203268035,-0.6542821298974,-0.264703503935679,-0.130525719416637,0.332388237261889,0.553927289088713,-0.323973320308692,-0.864564474759711
2014,1,0.980562386237141,0.707630475349012,35.3079841402499,26,14.9332585941332,17.7756710980119,13.0703984624051,15.0053454690812,17.7794024231547,13.0915802406194,14.7442177288196,18.1284875155978,12.19830232867,-1.19869551109565,0.524879768122917,-0.58910291196272,-0.941545879374992,1.30430203268035,-0.6542821298974,-0.264703503935679,-0.130525719416637,0.332388237261889
2015,1,1.10611849427438,1.39298104495994,35.3933761297257,27,14.8256881531507,17.8906757805106,11.806657120288,14.9332585941332,17.7756710980119,13.0703984624051,15.0053454690812,17.7794024231547,13.0915802406194,-0.515403651930502,-0.636995293437493,1.14404557444113,-1.19869551109565,0.524879768122917,-0.58910291196272,-0.941545879374992,1.30430203268035,-0.6542821298974
2016,1,1.12128743985246,1.74692482725554,35.3386412824154,28,15.3279503571727,19.4805688196781,12.3530278103799,14.8256881531507,17.8906757805106,11.806657120288,14.9332585941332,17.7756710980119,13.0703984624051,-1.48711568360773,-1.58444804221949,2.34098445305735,-0.515403651930502,-0.636995293437493,1.14404557444113,-1.19869551109565,0.524879768122917,-0.58910291196272
2017,1,1.93832025962563,1.22386810850007,35.3338100747481,29,14.9860492325262,17.6926578005574,12.006010923469,15.3279503571727,19.4805688196781,12.3530278103799,14.8256881531507,17.8906757805106,11.806657120288,-0.225678608778214,-1.52407280515378,0.27873277729826,-1.48711568360773,-1.58444804221949,2.34098445305735,-0.515403651930502,-0.636995293437493,1.14404557444113
2018,1,1.44395959343879,0.755495775893964,35.3625502503575,30,15.122689323477,18.5736093850178,12.2884732176927,14.9860492325262,17.6926578005574,12.006010923469,15.3279503571727,19.4805688196781,12.3530278103799,-1.53889574888906,-0.221168435745426,0.705934411242429,-0.225678608778214,-1.52407280515378,0.27873277729826,-1.48711568360773,-1.58444804221949,2.34098445305735
2019,1,1.20822071552312,0.866506399261039,35.2885372366259,31,14.6606371906794,18.0773326385587,12.1202402082576,15.122689323477,18.5736093850178,12.2884732176927,14.9860492325262,17.6926578005574,12.006010923469,-0.32474611717921,0.188331746472388,0.401202470535835,-1.53889574888906,-0.221168435745426,0.705934411242429,-0.225678608778214,-1.52407280515378,0.27873277729826
2020,1,1.93224935657568,1.14963939191424,35.2775161201617,32,14.6622096003342,17.0462671649787,12.501459194024,14.6606371906794,18.0773326385587,12.1202402082576,15.122689323477,18.5736093850178,12.2884732176927,0.415326232119349,-1.2781894547017,-0.812155223327908,-0.32474611717921,0.188331746472388,0.401202470535835,-1.53889574888906,-0.221168435745426,0.705934411242429
2021,1,2.03159815540997,1.22088236590695,35.3321755240225,33,15.0166119935799,17.6896654429381,12.5370555402131,14.6622096003342,17.0462671649787,12.501459194024,14.6606371906794,18.0773326385587,12.1202402082576,-0.500605866958881,-1.74607343999874,-0.120671736384874,0.415326232119349,-1.2781894547017,-0.812155223327908,-0.32474611717921,0.188331746472388,0.401202470535835
2022,1,1.9155366247094,1.09564157871702,35.3468036369667,34,14.9796630159014,18.5681261763761,12.209557925791,15.0166119935799,17.6896654429381,12.5370555402131,14.6622096003342,17.0462671649787,12.501459194024,-0.930285921758713,-1.37516674307214,0.892643428557877,-0.500605866958881,-1.74607343999874,-0.120671736384874,0.415326232119349,-1.2781894547017,-0.812155223327908
2023,1,1.29465332900659,0.950165078235167,35.4155486574485,35,17.1891941453502,17.5517141854137,16.5691065850364,14.9796630159014,18.5681261763761,12.209557925791,15.0166119935799,17.6896654429381,12.5370555402131,-5.38619026041249,-1.73731201051653,-3.13464374482876,-0.930285921758713,-1.37516674307214,0.892643428557877,-0.500605866958881,-1.74607343999874,-0.120671736384874
